0_coordinate1	1_coordinate1
483_coordinate30057	121_coordinate30057
483_coordinate30058	123_coordinate30058
483_coordinate30059	129_coordinate30059
483_coordinate30060	134_coordinate30060
483_coordinate30061	136_coordinate30061
483_coordinate30062	138_coordinate30062
483_coordinate30063	160_coordinate30063
483_coordinate30064	166_coordinate30064
483_coordinate30065	180_coordinate30065
483_coordinate30066	189_coordinate30066
483_coordinate30067	196_coordinate30067
483_coordinate30068	204_coordinate30068
483_coordinate30069	222_coordinate30069
483_coordinate30070	236_coordinate30070
483_coordinate30071	246_coordinate30071
483_coordinate30072	249_coordinate30072
483_coordinate30073	254_coordinate30073
483_coordinate30074	257_coordinate30074
483_coordinate30075	268_coordinate30075
483_coordinate30076	290_coordinate30076
483_coordinate30077	296_coordinate30077
483_coordinate30078	311_coordinate30078
483_coordinate30079	315_coordinate30079
483_coordinate30080	322_coordinate30080
483_coordinate30081	324_coordinate30081
483_coordinate30082	326_coordinate30082
483_coordinate30083	332_coordinate30083
483_coordinate30084	344_coordinate30084
483_coordinate30085	349_coordinate30085
483_coordinate30086	371_coordinate30086
483_coordinate30087	379_coordinate30087
483_coordinate30088	390_coordinate30088
483_coordinate30089	395_coordinate30089
483_coordinate30090	398_coordinate30090
483_coordinate30091	401_coordinate30091
483_coordinate30092	410_coordinate30092
483_coordinate30093	424_coordinate30093
483_coordinate30094	449_coordinate30094
483_coordinate30095	451_coordinate30095
483_coordinate30096	453_coordinate30096
483_coordinate30097	480_coordinate30097
483_coordinate30098	484_coordinate30098
483_coordinate30099	488_coordinate30099
483_coordinate30100	508_coordinate30100
484_coordinate30101	2_coordinate30101
484_coordinate30102	18_coordinate30102
484_coordinate30103	24_coordinate30103
484_coordinate30104	31_coordinate30104
484_coordinate30105	41_coordinate30105
484_coordinate30106	43_coordinate30106
484_coordinate30107	45_coordinate30107
484_coordinate30108	51_coordinate30108
484_coordinate30109	60_coordinate30109
484_coordinate30110	84_coordinate30110
484_coordinate30111	86_coordinate30111
484_coordinate30112	89_coordinate30112
484_coordinate30113	93_coordinate30113
484_coordinate30114	99_coordinate30114
484_coordinate30115	111_coordinate30115
484_coordinate30116	125_coordinate30116
484_coordinate30117	140_coordinate30117
484_coordinate30118	156_coordinate30118
484_coordinate30119	159_coordinate30119
484_coordinate30120	181_coordinate30120
484_coordinate30121	183_coordinate30121
484_coordinate30122	185_coordinate30122
484_coordinate30123	192_coordinate30123
484_coordinate30124	206_coordinate30124
484_coordinate30125	216_coordinate30125
484_coordinate30126	226_coordinate30126
484_coordinate30127	232_coordinate30127
484_coordinate30128	239_coordinate30128
484_coordinate30129	243_coordinate30129
484_coordinate30130	252_coordinate30130
484_coordinate30131	275_coordinate30131
484_coordinate30132	278_coordinate30132
484_coordinate30133	280_coordinate30133
484_coordinate30134	283_coordinate30134
484_coordinate30135	286_coordinate30135
484_coordinate30136	288_coordinate30136
484_coordinate30137	295_coordinate30137
484_coordinate30138	318_coordinate30138
484_coordinate30139	321_coordinate30139
484_coordinate30140	325_coordinate30140
484_coordinate30141	329_coordinate30141
484_coordinate30142	334_coordinate30142
484_coordinate30143	346_coordinate30143
484_coordinate30144	358_coordinate30144
484_coordinate30145	367_coordinate30145
484_coordinate30146	375_coordinate30146
484_coordinate30147	382_coordinate30147
484_coordinate30148	388_coordinate30148
484_coordinate30149	426_coordinate30149
484_coordinate30150	430_coordinate30150
484_coordinate30151	434_coordinate30151
484_coordinate30152	436_coordinate30152
484_coordinate30153	442_coordinate30153
484_coordinate30154	446_coordinate30154
484_coordinate30155	454_coordinate30155
484_coordinate30156	460_coordinate30156
484_coordinate30157	465_coordinate30157
484_coordinate30158	471_coordinate30158
484_coordinate30159	483_coordinate30159
484_coordinate30160	485_coordinate30160
484_coordinate30161	495_coordinate30161
484_coordinate30162	500_coordinate30162
484_coordinate30163	507_coordinate30163
484_coordinate30164	509_coordinate30164
485_coordinate30165	7_coordinate30165
485_coordinate30166	11_coordinate30166
485_coordinate30167	16_coordinate30167
485_coordinate30168	23_coordinate30168
485_coordinate30169	37_coordinate30169
485_coordinate30170	47_coordinate30170
485_coordinate30171	71_coordinate30171
485_coordinate30172	73_coordinate30172
485_coordinate30173	76_coordinate30173
485_coordinate30174	80_coordinate30174
485_coordinate30175	90_coordinate30175
485_coordinate30176	108_coordinate30176
485_coordinate30177	138_coordinate30177
485_coordinate30178	162_coordinate30178
485_coordinate30179	166_coordinate30179
485_coordinate30180	180_coordinate30180
485_coordinate30181	187_coordinate30181
485_coordinate30182	189_coordinate30182
485_coordinate30183	199_coordinate30183
485_coordinate30184	205_coordinate30184
485_coordinate30185	208_coordinate30185
485_coordinate30186	211_coordinate30186
485_coordinate30187	213_coordinate30187
485_coordinate30188	217_coordinate30188
485_coordinate30189	235_coordinate30189
485_coordinate30190	238_coordinate30190
485_coordinate30191	245_coordinate30191
485_coordinate30192	250_coordinate30192
485_coordinate30193	260_coordinate30193
485_coordinate30194	272_coordinate30194
485_coordinate30195	276_coordinate30195
485_coordinate30196	296_coordinate30196
485_coordinate30197	305_coordinate30197
485_coordinate30198	314_coordinate30198
485_coordinate30199	317_coordinate30199
485_coordinate30200	326_coordinate30200
485_coordinate30201	333_coordinate30201
485_coordinate30202	337_coordinate30202
485_coordinate30203	362_coordinate30203
485_coordinate30204	366_coordinate30204
485_coordinate30205	369_coordinate30205
485_coordinate30206	385_coordinate30206
485_coordinate30207	387_coordinate30207
485_coordinate30208	408_coordinate30208
485_coordinate30209	412_coordinate30209
485_coordinate30210	421_coordinate30210
485_coordinate30211	425_coordinate30211
485_coordinate30212	443_coordinate30212
485_coordinate30213	448_coordinate30213
485_coordinate30214	452_coordinate30214
485_coordinate30215	455_coordinate30215
485_coordinate30216	458_coordinate30216
485_coordinate30217	484_coordinate30217
485_coordinate30218	486_coordinate30218
485_coordinate30219	493_coordinate30219
485_coordinate30220	508_coordinate30220
486_coordinate30221	6_coordinate30221
486_coordinate30222	8_coordinate30222
486_coordinate30223	19_coordinate30223
486_coordinate30224	28_coordinate30224
486_coordinate30225	35_coordinate30225
486_coordinate30226	43_coordinate30226
486_coordinate30227	49_coordinate30227
486_coordinate30228	55_coordinate30228
486_coordinate30229	67_coordinate30229
486_coordinate30230	69_coordinate30230
486_coordinate30231	82_coordinate30231
486_coordinate30232	84_coordinate30232
486_coordinate30233	102_coordinate30233
486_coordinate30234	105_coordinate30234
486_coordinate30235	110_coordinate30235
486_coordinate30236	118_coordinate30236
486_coordinate30237	127_coordinate30237
486_coordinate30238	130_coordinate30238
486_coordinate30239	135_coordinate30239
486_coordinate30240	139_coordinate30240
486_coordinate30241	163_coordinate30241
486_coordinate30242	171_coordinate30242
486_coordinate30243	178_coordinate30243
486_coordinate30244	185_coordinate30244
486_coordinate30245	206_coordinate30245
486_coordinate30246	214_coordinate30246
486_coordinate30247	219_coordinate30247
486_coordinate30248	246_coordinate30248
486_coordinate30249	248_coordinate30249
486_coordinate30250	262_coordinate30250
486_coordinate30251	269_coordinate30251
486_coordinate30252	274_coordinate30252
486_coordinate30253	278_coordinate30253
486_coordinate30254	282_coordinate30254
486_coordinate30255	297_coordinate30255
486_coordinate30256	300_coordinate30256
486_coordinate30257	320_coordinate30257
486_coordinate30258	322_coordinate30258
486_coordinate30259	327_coordinate30259
486_coordinate30260	331_coordinate30260
486_coordinate30261	344_coordinate30261
486_coordinate30262	352_coordinate30262
486_coordinate30263	367_coordinate30263
486_coordinate30264	380_coordinate30264
486_coordinate30265	382_coordinate30265
486_coordinate30266	386_coordinate30266
486_coordinate30267	418_coordinate30267
486_coordinate30268	424_coordinate30268
486_coordinate30269	456_coordinate30269
486_coordinate30270	459_coordinate30270
486_coordinate30271	472_coordinate30271
486_coordinate30272	476_coordinate30272
486_coordinate30273	491_coordinate30273
486_coordinate30274	502_coordinate30274
486_coordinate30275	507_coordinate30275
486_coordinate30276	510_coordinate30276
487_coordinate30277	15_coordinate30277
487_coordinate30278	26_coordinate30278
487_coordinate30279	29_coordinate30279
487_coordinate30280	44_coordinate30280
487_coordinate30281	51_coordinate30281
487_coordinate30282	53_coordinate30282
487_coordinate30283	58_coordinate30283
487_coordinate30284	62_coordinate30284
487_coordinate30285	68_coordinate30285
487_coordinate30286	70_coordinate30286
487_coordinate30287	79_coordinate30287
487_coordinate30288	87_coordinate30288
487_coordinate30289	93_coordinate30289
487_coordinate30290	96_coordinate30290
487_coordinate30291	109_coordinate30291
487_coordinate30292	114_coordinate30292
487_coordinate30293	122_coordinate30293
487_coordinate30294	126_coordinate30294
487_coordinate30295	137_coordinate30295
487_coordinate30296	141_coordinate30296
487_coordinate30297	150_coordinate30297
487_coordinate30298	154_coordinate30298
487_coordinate30299	161_coordinate30299
487_coordinate30300	166_coordinate30300
487_coordinate30301	176_coordinate30301
487_coordinate30302	181_coordinate30302
487_coordinate30303	186_coordinate30303
487_coordinate30304	198_coordinate30304
487_coordinate30305	216_coordinate30305
487_coordinate30306	221_coordinate30306
487_coordinate30307	224_coordinate30307
487_coordinate30308	227_coordinate30308
487_coordinate30309	232_coordinate30309
487_coordinate30310	234_coordinate30310
487_coordinate30311	237_coordinate30311
487_coordinate30312	243_coordinate30312
487_coordinate30313	253_coordinate30313
487_coordinate30314	268_coordinate30314
487_coordinate30315	270_coordinate30315
487_coordinate30316	273_coordinate30316
487_coordinate30317	279_coordinate30317
487_coordinate30318	285_coordinate30318
487_coordinate30319	290_coordinate30319
487_coordinate30320	295_coordinate30320
487_coordinate30321	304_coordinate30321
487_coordinate30322	310_coordinate30322
487_coordinate30323	321_coordinate30323
487_coordinate30324	324_coordinate30324
487_coordinate30325	329_coordinate30325
487_coordinate30326	339_coordinate30326
487_coordinate30327	349_coordinate30327
487_coordinate30328	359_coordinate30328
487_coordinate30329	364_coordinate30329
487_coordinate30330	372_coordinate30330
487_coordinate30331	374_coordinate30331
487_coordinate30332	377_coordinate30332
487_coordinate30333	387_coordinate30333
487_coordinate30334	420_coordinate30334
487_coordinate30335	428_coordinate30335
487_coordinate30336	441_coordinate30336
487_coordinate30337	444_coordinate30337
487_coordinate30338	463_coordinate30338
487_coordinate30339	471_coordinate30339
487_coordinate30340	474_coordinate30340
487_coordinate30341	479_coordinate30341
487_coordinate30342	494_coordinate30342
487_coordinate30343	499_coordinate30343
487_coordinate30344	506_coordinate30344
487_coordinate30345	508_coordinate30345
488_coordinate30346	14_coordinate30346
488_coordinate30347	16_coordinate30347
488_coordinate30348	34_coordinate30348
488_coordinate30349	39_coordinate30349
488_coordinate30350	41_coordinate30350
488_coordinate30351	59_coordinate30351
488_coordinate30352	67_coordinate30352
488_coordinate30353	89_coordinate30353
488_coordinate30354	104_coordinate30354
488_coordinate30355	120_coordinate30355
488_coordinate30356	125_coordinate30356
488_coordinate30357	129_coordinate30357
488_coordinate30358	135_coordinate30358
488_coordinate30359	142_coordinate30359
488_coordinate30360	146_coordinate30360
488_coordinate30361	165_coordinate30361
488_coordinate30362	172_coordinate30362
488_coordinate30363	195_coordinate30363
488_coordinate30364	197_coordinate30364
488_coordinate30365	200_coordinate30365
488_coordinate30366	213_coordinate30366
488_coordinate30367	226_coordinate30367
488_coordinate30368	230_coordinate30368
488_coordinate30369	257_coordinate30369
488_coordinate30370	266_coordinate30370
488_coordinate30371	271_coordinate30371
488_coordinate30372	277_coordinate30372
488_coordinate30373	292_coordinate30373
488_coordinate30374	300_coordinate30374
488_coordinate30375	302_coordinate30375
488_coordinate30376	309_coordinate30376
488_coordinate30377	311_coordinate30377
488_coordinate30378	322_coordinate30378
488_coordinate30379	326_coordinate30379
488_coordinate30380	334_coordinate30380
488_coordinate30381	344_coordinate30381
488_coordinate30382	354_coordinate30382
488_coordinate30383	357_coordinate30383
488_coordinate30384	361_coordinate30384
488_coordinate30385	370_coordinate30385
488_coordinate30386	390_coordinate30386
488_coordinate30387	392_coordinate30387
488_coordinate30388	396_coordinate30388
488_coordinate30389	401_coordinate30389
488_coordinate30390	414_coordinate30390
488_coordinate30391	419_coordinate30391
488_coordinate30392	421_coordinate30392
488_coordinate30393	436_coordinate30393
488_coordinate30394	446_coordinate30394
488_coordinate30395	452_coordinate30395
488_coordinate30396	454_coordinate30396
488_coordinate30397	458_coordinate30397
488_coordinate30398	470_coordinate30398
488_coordinate30399	477_coordinate30399
488_coordinate30400	480_coordinate30400
488_coordinate30401	491_coordinate30401
488_coordinate30402	493_coordinate30402
488_coordinate30403	498_coordinate30403
488_coordinate30404	509_coordinate30404
489_coordinate30405	1_coordinate30405
489_coordinate30406	6_coordinate30406
489_coordinate30407	9_coordinate30407
489_coordinate30408	15_coordinate30408
489_coordinate30409	20_coordinate30409
489_coordinate30410	35_coordinate30410
489_coordinate30411	42_coordinate30411
489_coordinate30412	60_coordinate30412
489_coordinate30413	64_coordinate30413
489_coordinate30414	78_coordinate30414
489_coordinate30415	81_coordinate30415
489_coordinate30416	91_coordinate30416
489_coordinate30417	97_coordinate30417
489_coordinate30418	100_coordinate30418
489_coordinate30419	105_coordinate30419
489_coordinate30420	107_coordinate30420
489_coordinate30421	109_coordinate30421
489_coordinate30422	112_coordinate30422
489_coordinate30423	116_coordinate30423
489_coordinate30424	119_coordinate30424
489_coordinate30425	136_coordinate30425
489_coordinate30426	148_coordinate30426
489_coordinate30427	155_coordinate30427
489_coordinate30428	159_coordinate30428
489_coordinate30429	162_coordinate30429
489_coordinate30430	166_coordinate30430
489_coordinate30431	190_coordinate30431
489_coordinate30432	198_coordinate30432
489_coordinate30433	201_coordinate30433
489_coordinate30434	208_coordinate30434
489_coordinate30435	212_coordinate30435
489_coordinate30436	220_coordinate30436
489_coordinate30437	239_coordinate30437
489_coordinate30438	243_coordinate30438
489_coordinate30439	246_coordinate30439
489_coordinate30440	269_coordinate30440
489_coordinate30441	275_coordinate30441
489_coordinate30442	294_coordinate30442
489_coordinate30443	299_coordinate30443
489_coordinate30444	301_coordinate30444
489_coordinate30445	306_coordinate30445
489_coordinate30446	323_coordinate30446
489_coordinate30447	348_coordinate30447
489_coordinate30448	358_coordinate30448
489_coordinate30449	360_coordinate30449
489_coordinate30450	374_coordinate30450
489_coordinate30451	380_coordinate30451
489_coordinate30452	382_coordinate30452
489_coordinate30453	388_coordinate30453
489_coordinate30454	395_coordinate30454
489_coordinate30455	403_coordinate30455
489_coordinate30456	411_coordinate30456
489_coordinate30457	415_coordinate30457
489_coordinate30458	420_coordinate30458
489_coordinate30459	422_coordinate30459
489_coordinate30460	425_coordinate30460
489_coordinate30461	429_coordinate30461
489_coordinate30462	459_coordinate30462
489_coordinate30463	468_coordinate30463
489_coordinate30464	476_coordinate30464
489_coordinate30465	494_coordinate30465
489_coordinate30466	501_coordinate30466
489_coordinate30467	503_coordinate30467
489_coordinate30468	505_coordinate30468
489_coordinate30469	510_coordinate30469
490_coordinate30470	2_coordinate30470
490_coordinate30471	13_coordinate30471
490_coordinate30472	16_coordinate30472
490_coordinate30473	21_coordinate30473
490_coordinate30474	36_coordinate30474
490_coordinate30475	48_coordinate30475
490_coordinate30476	52_coordinate30476
490_coordinate30477	55_coordinate30477
490_coordinate30478	57_coordinate30478
490_coordinate30479	66_coordinate30479
490_coordinate30480	79_coordinate30480
490_coordinate30481	83_coordinate30481
490_coordinate30482	86_coordinate30482
490_coordinate30483	92_coordinate30483
490_coordinate30484	106_coordinate30484
490_coordinate30485	126_coordinate30485
490_coordinate30486	139_coordinate30486
490_coordinate30487	142_coordinate30487
490_coordinate30488	147_coordinate30488
490_coordinate30489	150_coordinate30489
490_coordinate30490	152_coordinate30490
490_coordinate30491	163_coordinate30491
490_coordinate30492	176_coordinate30492
490_coordinate30493	187_coordinate30493
490_coordinate30494	195_coordinate30494
490_coordinate30495	204_coordinate30495
490_coordinate30496	206_coordinate30496
490_coordinate30497	215_coordinate30497
490_coordinate30498	219_coordinate30498
490_coordinate30499	221_coordinate30499
490_coordinate30500	230_coordinate30500
490_coordinate30501	237_coordinate30501
490_coordinate30502	241_coordinate30502
490_coordinate30503	245_coordinate30503
490_coordinate30504	249_coordinate30504
490_coordinate30505	252_coordinate30505
490_coordinate30506	256_coordinate30506
490_coordinate30507	258_coordinate30507
490_coordinate30508	271_coordinate30508
490_coordinate30509	278_coordinate30509
490_coordinate30510	281_coordinate30510
490_coordinate30511	283_coordinate30511
490_coordinate30512	311_coordinate30512
490_coordinate30513	330_coordinate30513
490_coordinate30514	351_coordinate30514
490_coordinate30515	354_coordinate30515
490_coordinate30516	361_coordinate30516
490_coordinate30517	375_coordinate30517
490_coordinate30518	377_coordinate30518
490_coordinate30519	385_coordinate30519
490_coordinate30520	393_coordinate30520
490_coordinate30521	399_coordinate30521
490_coordinate30522	407_coordinate30522
490_coordinate30523	410_coordinate30523
490_coordinate30524	412_coordinate30524
490_coordinate30525	418_coordinate30525
490_coordinate30526	424_coordinate30526
490_coordinate30527	426_coordinate30527
490_coordinate30528	432_coordinate30528
490_coordinate30529	440_coordinate30529
490_coordinate30530	443_coordinate30530
490_coordinate30531	446_coordinate30531
490_coordinate30532	457_coordinate30532
490_coordinate30533	460_coordinate30533
490_coordinate30534	475_coordinate30534
490_coordinate30535	479_coordinate30535
490_coordinate30536	485_coordinate30536
490_coordinate30537	487_coordinate30537
490_coordinate30538	492_coordinate30538
490_coordinate30539	504_coordinate30539
490_coordinate30540	508_coordinate30540
491_coordinate30541	9_coordinate30541
491_coordinate30542	22_coordinate30542
491_coordinate30543	32_coordinate30543
491_coordinate30544	40_coordinate30544
491_coordinate30545	60_coordinate30545
491_coordinate30546	69_coordinate30546
491_coordinate30547	81_coordinate30547
491_coordinate30548	84_coordinate30548
491_coordinate30549	90_coordinate30549
491_coordinate30550	98_coordinate30550
491_coordinate30551	121_coordinate30551
491_coordinate30552	123_coordinate30552
491_coordinate30553	135_coordinate30553
491_coordinate30554	158_coordinate30554
491_coordinate30555	160_coordinate30555
491_coordinate30556	165_coordinate30556
491_coordinate30557	167_coordinate30557
491_coordinate30558	170_coordinate30558
491_coordinate30559	182_coordinate30559
491_coordinate30560	184_coordinate30560
491_coordinate30561	186_coordinate30561
491_coordinate30562	191_coordinate30562
491_coordinate30563	199_coordinate30563
491_coordinate30564	203_coordinate30564
491_coordinate30565	207_coordinate30565
491_coordinate30566	229_coordinate30566
491_coordinate30567	231_coordinate30567
491_coordinate30568	254_coordinate30568
491_coordinate30569	261_coordinate30569
491_coordinate30570	266_coordinate30570
491_coordinate30571	272_coordinate30571
491_coordinate30572	275_coordinate30572
491_coordinate30573	286_coordinate30573
491_coordinate30574	291_coordinate30574
491_coordinate30575	297_coordinate30575
491_coordinate30576	302_coordinate30576
491_coordinate30577	306_coordinate30577
491_coordinate30578	319_coordinate30578
491_coordinate30579	322_coordinate30579
491_coordinate30580	324_coordinate30580
491_coordinate30581	334_coordinate30581
491_coordinate30582	345_coordinate30582
491_coordinate30583	353_coordinate30583
491_coordinate30584	357_coordinate30584
491_coordinate30585	364_coordinate30585
491_coordinate30586	384_coordinate30586
491_coordinate30587	396_coordinate30587
491_coordinate30588	414_coordinate30588
491_coordinate30589	416_coordinate30589
491_coordinate30590	430_coordinate30590
491_coordinate30591	445_coordinate30591
491_coordinate30592	448_coordinate30592
491_coordinate30593	450_coordinate30593
491_coordinate30594	456_coordinate30594
491_coordinate30595	458_coordinate30595
491_coordinate30596	478_coordinate30596
491_coordinate30597	498_coordinate30597
491_coordinate30598	501_coordinate30598
491_coordinate30599	505_coordinate30599
491_coordinate30600	511_coordinate30600
492_coordinate30601	0_coordinate30601
492_coordinate30602	4_coordinate30602
492_coordinate30603	15_coordinate30603
492_coordinate30604	17_coordinate30604
492_coordinate30605	20_coordinate30605
492_coordinate30606	24_coordinate30606
492_coordinate30607	43_coordinate30607
492_coordinate30608	53_coordinate30608
492_coordinate30609	59_coordinate30609
492_coordinate30610	65_coordinate30610
492_coordinate30611	88_coordinate30611
492_coordinate30612	91_coordinate30612
492_coordinate30613	93_coordinate30613
492_coordinate30614	114_coordinate30614
492_coordinate30615	118_coordinate30615
492_coordinate30616	124_coordinate30616
492_coordinate30617	127_coordinate30617
492_coordinate30618	145_coordinate30618
492_coordinate30619	151_coordinate30619
492_coordinate30620	159_coordinate30620
492_coordinate30621	162_coordinate30621
492_coordinate30622	169_coordinate30622
492_coordinate30623	172_coordinate30623
492_coordinate30624	177_coordinate30624
492_coordinate30625	185_coordinate30625
492_coordinate30626	194_coordinate30626
492_coordinate30627	197_coordinate30627
492_coordinate30628	205_coordinate30628
492_coordinate30629	240_coordinate30629
492_coordinate30630	244_coordinate30630
492_coordinate30631	246_coordinate30631
492_coordinate30632	252_coordinate30632
492_coordinate30633	260_coordinate30633
492_coordinate30634	267_coordinate30634
492_coordinate30635	273_coordinate30635
492_coordinate30636	278_coordinate30636
492_coordinate30637	282_coordinate30637
492_coordinate30638	285_coordinate30638
492_coordinate30639	287_coordinate30639
492_coordinate30640	290_coordinate30640
492_coordinate30641	293_coordinate30641
492_coordinate30642	307_coordinate30642
492_coordinate30643	318_coordinate30643
492_coordinate30644	321_coordinate30644
492_coordinate30645	332_coordinate30645
492_coordinate30646	339_coordinate30646
492_coordinate30647	341_coordinate30647
492_coordinate30648	354_coordinate30648
492_coordinate30649	360_coordinate30649
492_coordinate30650	366_coordinate30650
492_coordinate30651	371_coordinate30651
492_coordinate30652	398_coordinate30652
492_coordinate30653	408_coordinate30653
492_coordinate30654	413_coordinate30654
492_coordinate30655	421_coordinate30655
492_coordinate30656	476_coordinate30656
492_coordinate30657	483_coordinate30657
492_coordinate30658	491_coordinate30658
492_coordinate30659	496_coordinate30659
492_coordinate30660	510_coordinate30660
493_coordinate30661	3_coordinate30661
493_coordinate30662	8_coordinate30662
493_coordinate30663	14_coordinate30663
493_coordinate30664	19_coordinate30664
493_coordinate30665	27_coordinate30665
493_coordinate30666	32_coordinate30666
493_coordinate30667	39_coordinate30667
493_coordinate30668	45_coordinate30668
493_coordinate30669	47_coordinate30669
493_coordinate30670	52_coordinate30670
493_coordinate30671	55_coordinate30671
493_coordinate30672	72_coordinate30672
493_coordinate30673	76_coordinate30673
493_coordinate30674	86_coordinate30674
493_coordinate30675	89_coordinate30675
493_coordinate30676	102_coordinate30676
493_coordinate30677	108_coordinate30677
493_coordinate30678	129_coordinate30678
493_coordinate30679	135_coordinate30679
493_coordinate30680	160_coordinate30680
493_coordinate30681	168_coordinate30681
493_coordinate30682	174_coordinate30682
493_coordinate30683	176_coordinate30683
493_coordinate30684	178_coordinate30684
493_coordinate30685	180_coordinate30685
493_coordinate30686	183_coordinate30686
493_coordinate30687	187_coordinate30687
493_coordinate30688	191_coordinate30688
493_coordinate30689	206_coordinate30689
493_coordinate30690	208_coordinate30690
493_coordinate30691	227_coordinate30691
493_coordinate30692	231_coordinate30692
493_coordinate30693	233_coordinate30693
493_coordinate30694	235_coordinate30694
493_coordinate30695	239_coordinate30695
493_coordinate30696	241_coordinate30696
493_coordinate30697	253_coordinate30697
493_coordinate30698	255_coordinate30698
493_coordinate30699	257_coordinate30699
493_coordinate30700	263_coordinate30700
493_coordinate30701	265_coordinate30701
493_coordinate30702	269_coordinate30702
493_coordinate30703	277_coordinate30703
493_coordinate30704	279_coordinate30704
493_coordinate30705	296_coordinate30705
493_coordinate30706	298_coordinate30706
493_coordinate30707	300_coordinate30707
493_coordinate30708	314_coordinate30708
493_coordinate30709	328_coordinate30709
493_coordinate30710	331_coordinate30710
493_coordinate30711	335_coordinate30711
493_coordinate30712	347_coordinate30712
493_coordinate30713	355_coordinate30713
493_coordinate30714	357_coordinate30714
493_coordinate30715	380_coordinate30715
493_coordinate30716	387_coordinate30716
493_coordinate30717	390_coordinate30717
493_coordinate30718	393_coordinate30718
493_coordinate30719	397_coordinate30719
493_coordinate30720	402_coordinate30720
493_coordinate30721	405_coordinate30721
493_coordinate30722	407_coordinate30722
493_coordinate30723	409_coordinate30723
493_coordinate30724	415_coordinate30724
493_coordinate30725	420_coordinate30725
493_coordinate30726	422_coordinate30726
493_coordinate30727	426_coordinate30727
493_coordinate30728	430_coordinate30728
493_coordinate30729	438_coordinate30729
493_coordinate30730	454_coordinate30730
493_coordinate30731	460_coordinate30731
493_coordinate30732	462_coordinate30732
493_coordinate30733	465_coordinate30733
493_coordinate30734	475_coordinate30734
493_coordinate30735	481_coordinate30735
493_coordinate30736	497_coordinate30736
493_coordinate30737	504_coordinate30737
494_coordinate30738	4_coordinate30738
494_coordinate30739	10_coordinate30739
494_coordinate30740	12_coordinate30740
494_coordinate30741	16_coordinate30741
494_coordinate30742	24_coordinate30742
494_coordinate30743	40_coordinate30743
494_coordinate30744	48_coordinate30744
494_coordinate30745	50_coordinate30745
494_coordinate30746	68_coordinate30746
494_coordinate30747	73_coordinate30747
494_coordinate30748	78_coordinate30748
494_coordinate30749	80_coordinate30749
494_coordinate30750	84_coordinate30750
494_coordinate30751	87_coordinate30751
494_coordinate30752	90_coordinate30752
494_coordinate30753	97_coordinate30753
494_coordinate30754	115_coordinate30754
494_coordinate30755	119_coordinate30755
494_coordinate30756	127_coordinate30756
494_coordinate30757	159_coordinate30757
494_coordinate30758	167_coordinate30758
494_coordinate30759	192_coordinate30759
494_coordinate30760	202_coordinate30760
494_coordinate30761	204_coordinate30761
494_coordinate30762	207_coordinate30762
494_coordinate30763	236_coordinate30763
494_coordinate30764	243_coordinate30764
494_coordinate30765	246_coordinate30765
494_coordinate30766	249_coordinate30766
494_coordinate30767	251_coordinate30767
494_coordinate30768	271_coordinate30768
494_coordinate30769	276_coordinate30769
494_coordinate30770	281_coordinate30770
494_coordinate30771	304_coordinate30771
494_coordinate30772	312_coordinate30772
494_coordinate30773	316_coordinate30773
494_coordinate30774	339_coordinate30774
494_coordinate30775	349_coordinate30775
494_coordinate30776	360_coordinate30776
494_coordinate30777	367_coordinate30777
494_coordinate30778	371_coordinate30778
494_coordinate30779	378_coordinate30779
494_coordinate30780	404_coordinate30780
494_coordinate30781	412_coordinate30781
494_coordinate30782	418_coordinate30782
494_coordinate30783	425_coordinate30783
494_coordinate30784	427_coordinate30784
494_coordinate30785	437_coordinate30785
494_coordinate30786	442_coordinate30786
494_coordinate30787	455_coordinate30787
494_coordinate30788	476_coordinate30788
494_coordinate30789	486_coordinate30789
494_coordinate30790	498_coordinate30790
494_coordinate30791	506_coordinate30791
495_coordinate30792	1_coordinate30792
495_coordinate30793	14_coordinate30793
495_coordinate30794	27_coordinate30794
495_coordinate30795	34_coordinate30795
495_coordinate30796	47_coordinate30796
495_coordinate30797	59_coordinate30797
495_coordinate30798	61_coordinate30798
495_coordinate30799	63_coordinate30799
495_coordinate30800	77_coordinate30800
495_coordinate30801	79_coordinate30801
495_coordinate30802	86_coordinate30802
495_coordinate30803	92_coordinate30803
495_coordinate30804	123_coordinate30804
495_coordinate30805	125_coordinate30805
495_coordinate30806	141_coordinate30806
495_coordinate30807	147_coordinate30807
495_coordinate30808	149_coordinate30808
495_coordinate30809	158_coordinate30809
495_coordinate30810	160_coordinate30810
495_coordinate30811	165_coordinate30811
495_coordinate30812	169_coordinate30812
495_coordinate30813	185_coordinate30813
495_coordinate30814	189_coordinate30814
495_coordinate30815	210_coordinate30815
495_coordinate30816	216_coordinate30816
495_coordinate30817	220_coordinate30817
495_coordinate30818	233_coordinate30818
495_coordinate30819	239_coordinate30819
495_coordinate30820	245_coordinate30820
495_coordinate30821	250_coordinate30821
495_coordinate30822	252_coordinate30822
495_coordinate30823	254_coordinate30823
495_coordinate30824	258_coordinate30824
495_coordinate30825	264_coordinate30825
495_coordinate30826	269_coordinate30826
495_coordinate30827	273_coordinate30827
495_coordinate30828	284_coordinate30828
495_coordinate30829	287_coordinate30829
495_coordinate30830	296_coordinate30830
495_coordinate30831	311_coordinate30831
495_coordinate30832	315_coordinate30832
